"#Compound List: 9080 found, 1566 shown, filtered on MS/MS Count"
#
Show/Hide,Label,Mass,RT,Avg Mass,Height,Area,Ion Polarity,Base Peak,Z Count,Saturated,Algorithm,End,FV,Abund,MS/MS Count,File,Volume,Formula,Precursor,CE,m/z (Prod),Width,Max Z,Ions,Min Z,ID Source,ID Techniques Applied,Score,Start,Cpd,Name,Hit Count,CAS ID,HMP ID,KEGG ID,Lipid ID,METLIN ID,Swiss-Prot,Notes,Mass (Tgt),Diff (ppm),Score (Tgt),Flags (Tgt),Diff (mDa),RT (Tgt),Target Retention Time Difference,Score (Frag Coelution),FIs Conf.,FIs Conf. %,Score (Frag Ratio),FragMassDiff(ppm),FIs Eval.,Source,Flag Severity (Tgt),Vol %,Std Dev,Group,Cpds/Group,Score (MFE),Score (DB),Reference mass,Reference Retention Time,RT Diff,Hits (DB),Common Hit Count,Relative Reference Mass difference,Reference Mass difference
True,Cpd 409: 11.826,351.3135,11.826,,28184,167339,Positive,59.0602,1,,Find by Formula,12.011,,14520,3,PQC_Prfrd opt Iterative-r002.d,,,352.3207,,,0.087,1,2,1,FBF,FBF,91.28,11.723,409,,1,,,,,,,,351.3137,-0.52,91.28,,-0.18,11.833,-0.007,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 413: 11.153,369.2877,11.153,,24262,166051,Positive,634.4523,1,,Find by Formula,11.504,,8874,3,PQC_Prfrd opt Iterative-r002.d,,,370.2952,,,0.081,1,2,1,FBF,FBF,91.72,10.948,413,,1,,,,,,,,369.2877,-0.03,91.72,,-0.01,11.154,-0.001,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 425: 3.449,654.3227,3.449,,11893,56137,Positive,220.1179,1,,Find by Formula,3.686,,5373,3,PQC_Prfrd opt Iterative-r002.d,,,655.3297,,,0.071,1,2,1,FBF,FBF,91.48,3.37,425,,1,,,,,,,,654.3223,0.59,91.48,,0.38,3.457,-0.008,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 430: 5.678,350.0095,5.678,,26066,116520,Positive,613.2819,1,,Find by Formula,5.955,,9261,3,PQC_Prfrd opt Iterative-r002.d,,,368.0435,,,0.066,1,4,1,FBF,FBF,91.23,5.603,430,,1,,,,,,,,350.0094,0.21,91.23,,0.07,5.688,-0.01,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 431: 3.620,246.121,3.62,,9597,55103,Positive,220.1179,1,,Find by Formula,3.71,,4099,3,PQC_Prfrd opt Iterative-r002.d,,,247.1289,,,0.075,1,2,1,FBF,FBF,88.37,3.391,431,,1,,,,,,,,246.1213,-1.5,88.37,,-0.37,3.597,0.023,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 435: 3.354,341.1225,3.354,,18173,70675,Positive,328.139,1,,Find by Formula,3.466,,9558,3,PQC_Prfrd opt Iterative-r002.d,,,342.1296,,,0.06,1,3,1,FBF,FBF,91.37,3.25,435,,1,,,,,,,,341.1223,0.68,91.37,,0.23,3.341,0.013,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 441: 1.512,207.0566,1.512,,20333,98925,Positive,104.1069,1,,Find by Formula,1.696,,10756,3,PQC_Prfrd opt Iterative-r002.d,,,208.0637,,,0.07,1,2,1,FBF,FBF,64.36,1.433,441,,1,,,,,,,,207.0567,-0.2,64.36,low score,-0.04,1.52,-0.008,,,,,,,,Warning,,,,,,,,,,,,,,
True,Cpd 449: 2.946,268.081,2.946,,24173,90672,Positive,267.134,1,,Find by Formula,3.214,,12742,3,PQC_Prfrd opt Iterative-r002.d,,,269.0882,,,0.052,1,3,1,FBF,FBF,91.07,2.873,449,,1,,,,,,,,268.0808,0.74,91.07,,0.2,2.95,-0.004,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 451: 4.245,438.1574,4.245,,9378,43484,Positive,556.2975,1,,Find by Formula,4.517,,5778,3,PQC_Prfrd opt Iterative-r002.d,,,439.1648,,,0.067,1,2,1,FBF,FBF,88.98,4.173,451,,1,,,,,,,,438.1578,-0.86,88.98,,-0.38,4.25,-0.005,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 459: 2.835,314.157,2.835,,11830,54236,Positive,294.1548,1,,Find by Formula,3.05,,6172,3,PQC_Prfrd opt Iterative-r002.d,,,315.166,,,0.06,1,2,1,FBF,FBF,85.08,2.724,459,,1,,,,,,,,314.1578,-2.49,85.08,,-0.78,2.833,0.002,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 460: 5.769,942.5595,5.769,,27269,138374,Positive,59.0602,2,,Find by Formula,6.006,,7504,3,PQC_Prfrd opt Iterative-r002.d,,,489.3138,,,0.072,2,4,1,FBF,FBF,98.61,5.665,460,,1,,,,,,,,942.5606,-1.07,98.61,,-1.01,5.769,0,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 461: 5.955,390.1324,5.955,,5522,21071,Positive,59.0603,1,,Find by Formula,6.026,,3495,3,PQC_Prfrd opt Iterative-r002.d,,,408.1658,,,0.065,1,3,1,FBF,FBF,89.21,5.889,461,,1,,,,,,,,390.1321,0.97,89.21,,0.38,5.95,0.005,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 464: 3.728,279.1579,3.728,,8354,31262,Positive,368.1273,1,,Find by Formula,3.863,,5480,3,PQC_Prfrd opt Iterative-r002.d,,,280.1655,,,0.059,1,2,1,FBF,FBF,90.11,3.653,464,,1,,,,,,,,279.158,-0.35,90.11,,-0.1,3.727,0.001,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 469: 1.512,291.0953,1.512,,15523,118806,Positive,104.1069,1,,Find by Formula,1.849,,5356,3,PQC_Prfrd opt Iterative-r002.d,,,274.0922,,,0.099,1,2,1,FBF,FBF,64.31,1.423,469,,1,,,,,,,,291.0954,-0.1,64.31,low score,-0.03,1.503,0.009,,,,,,,,Warning,,,,,,,,,,,,,,
True,Cpd 470: 10.208,521.3483,10.208,,22195,144390,Positive,496.3397,1,,Find by Formula,10.294,,6008,3,PQC_Prfrd opt Iterative-r002.d,,,522.3551,,,0.096,1,2,1,FBF,FBF,72.11,9.998,470,,1,,,,,,,,521.3484,-0.17,72.11,low score,-0.09,10.222,-0.014,,,,,,,,Warning,,,,,,,,,,,,,,
True,Cpd 473: 12.535,835.538,12.535,,13402,144268,Positive,59.0602,1,,Find by Formula,12.978,,4050,3,PQC_Prfrd opt Iterative-r002.d,,,836.5438,,,0.147,1,2,1,FBF,FBF,89.32,12.359,473,,1,,,,,,,,835.5371,1.07,89.32,,0.9,12.515,0.02,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 476: 13.176,582.4866,13.176,,20790,106374,Positive,338.3417,1,,Find by Formula,13.543,,7963,3,PQC_Prfrd opt Iterative-r002.d,,,583.4934,,,0.075,1,3,1,FBF,FBF,91.5,13.082,476,,1,,,,,,,,582.4861,0.8,91.5,,0.47,13.183,-0.007,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 478: 6.102,622.3364,6.102,,13809,64004,Positive,441.2019,1,,Find by Formula,6.194,,5449,3,PQC_Prfrd opt Iterative-r002.d,,,623.344,,,0.071,1,2,1,FBF,FBF,91.51,6.03,478,,1,,,,,,,,622.3364,0.11,91.51,,0.07,6.112,-0.01,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 482: 7.620,588.2953,7.62,,7459,48189,Positive,943.526,1,,Find by Formula,7.784,,3232,3,PQC_Prfrd opt Iterative-r002.d,,,589.3019,,,0.106,1,2,1,FBF,FBF,88.76,7.516,482,,1,,,,,,,,588.2948,0.95,88.76,,0.56,7.617,0.003,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 487: 0.846,83.9613,0.846,,40596,130850,Positive,64.0157,1,,Find by Formula,1.002,,22057,3,PQC_Prfrd opt Iterative-r002.d,,,106.9506,,,0.046,1,2,1,FBF,FBF,64.42,0.774,487,,1,,,,,,,,83.9612,0.67,64.42,low score,0.06,0.841,0.005,,,,,,,,Warning,,,,,,,,,,,,,,
True,Cpd 488: 10.132,370.2722,10.132,,13758,59865,Positive,496.3399,1,,Find by Formula,10.187,,5985,3,PQC_Prfrd opt Iterative-r002.d,,,353.2686,,,0.079,1,6,1,FBF,FBF,90.7,10.056,488,,1,,,,,,,,370.272,0.34,90.7,,0.13,10.147,-0.015,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 494: 3.550,278.1497,3.55,,6258,28285,Positive,220.1178,1,,Find by Formula,3.69,,3474,3,PQC_Prfrd opt Iterative-r002.d,,,279.156,,,0.068,1,2,1,FBF,FBF,88.91,3.429,494,,1,,,,,,,,278.1497,-0.04,88.91,,-0.01,3.549,0.001,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 500: 12.576,226.1572,12.576,,6077,45283,Positive,59.0602,1,,Find by Formula,12.833,,2859,3,PQC_Prfrd opt Iterative-r002.d,,,244.1908,,,0.141,1,3,1,FBF,FBF,89.66,12.404,500,,1,,,,,,,,226.157,0.77,89.66,,0.17,12.583,-0.007,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 502: 4.830,244.131,4.83,,10663,51759,Positive,493.281,1,,Find by Formula,4.925,,2553,3,PQC_Prfrd opt Iterative-r002.d,,,245.1384,,,0.076,1,4,1,FBF,FBF,89.56,4.751,502,,1,,,,,,,,244.131,0.32,89.56,,0.08,4.829,0.001,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 507: 12.087,552.2717,12.087,,7306,38171,Positive,654.3321,1,,Find by Formula,12.276,,2074,3,PQC_Prfrd opt Iterative-r002.d,,,553.281,,,0.062,1,2,1,FBF,FBF,91.26,12.011,507,,1,,,,,,,,552.2723,-1.16,91.26,,-0.64,12.094,-0.007,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 513: 9.940,430.3045,9.94,,78337,470211,Positive,59.0602,1,,Find by Formula,10.187,,11576,3,PQC_Prfrd opt Iterative-r002.d,,,431.3115,,,0.084,1,4,1,FBF,FBF,75.14,9.797,513,,1,,,,,,,,430.3045,-0.01,75.14,,0,10.036,-0.096,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 514: 5.567,810.4822,5.567,,25546,107020,Positive,613.2823,2,,Find by Formula,5.79,,9312,3,PQC_Prfrd opt Iterative-r002.d,,,423.2752,,,0.066,2,4,1,FBF,FBF,98.75,5.494,514,,1,,,,,,,,810.4822,-0.04,98.75,,-0.03,5.571,-0.004,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 516: 7.476,360.2778,7.476,,6812,30678,Positive,59.0602,1,,Find by Formula,7.654,,4212,3,PQC_Prfrd opt Iterative-r002.d,,,361.2858,,,0.07,1,2,1,FBF,FBF,90.3,7.395,516,,1,,,,,,,,360.2773,1.46,90.3,,0.53,7.477,-0.001,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 517: 5.023,563.349,5.023,,18313,71934,Positive,438.2384,1,,Find by Formula,5.222,,11200,3,PQC_Prfrd opt Iterative-r002.d,,,564.3583,,,0.058,1,2,1,FBF,FBF,88.73,4.925,517,,1,,,,,,,,563.3504,-2.65,88.73,,-1.5,5.027,-0.004,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 518: 3.141,493.202,3.141,,9960,51910,Positive,434.189,1,,Find by Formula,3.341,,2967,3,PQC_Prfrd opt Iterative-r002.d,,,494.2104,,,0.066,1,3,1,FBF,FBF,94.62,3.011,518,,1,,,,,,,,493.2013,1.31,94.62,,0.65,3.128,0.013,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 523: 3.341,264.1572,3.341,,7413,27386,Positive,328.1391,1,,Find by Formula,3.429,,4101,3,PQC_Prfrd opt Iterative-r002.d,,,265.1661,,,0.055,1,2,1,FBF,FBF,90.93,3.229,523,,1,,,,,,,,264.1571,0.33,90.93,,0.09,3.338,0.003,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 526: 3.200,297.1071,3.2,,14723,62906,Positive,166.0862,1,,Find by Formula,3.386,,7429,3,PQC_Prfrd opt Iterative-r002.d,,,298.1146,,,0.059,1,2,1,FBF,FBF,91.38,3.102,526,,1,,,,,,,,297.1072,-0.28,91.38,,-0.08,3.206,-0.006,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 527: 7.963,810.4755,7.963,,6470,63560,Positive,59.0602,1,,Find by Formula,8.182,,747,3,PQC_Prfrd opt Iterative-r002.d,,,811.4837,,,0.231,1,4,1,FBF,FBF,87.79,7.802,527,,1,,,,,,,,810.4755,0.03,87.79,,0.02,7.966,-0.003,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 530: 2.984,394.195,2.984,,8855,54396,Positive,229.1548,1,,Find by Formula,3.214,,4528,3,PQC_Prfrd opt Iterative-r002.d,,,395.2026,,,0.09,1,2,1,FBF,FBF,91.14,2.904,530,,1,,,,,,,,394.1948,0.37,91.14,,0.14,2.997,-0.013,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 531: 5.155,234.0994,5.155,,14631,52338,Positive,503.1186,1,,Find by Formula,5.395,,8445,3,PQC_Prfrd opt Iterative-r002.d,,,235.1075,,,0.052,1,3,1,FBF,FBF,88.05,5.095,531,,1,,,,,,,,234.0995,-0.35,88.05,,-0.08,5.162,-0.007,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 533: 11.683,462.1234,11.683,,11776,61311,Positive,59.0602,1,,Find by Formula,11.805,,2223,3,PQC_Prfrd opt Iterative-r002.d,,,463.1301,,,0.075,1,6,1,FBF,FBF,98.53,11.483,533,,1,,,,,,,,462.1234,-0.05,98.53,,-0.02,11.68,0.003,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 540: 6.837,406.1957,6.837,,22665,106019,Positive,506.2783,1,,Find by Formula,7.103,,11494,3,PQC_Prfrd opt Iterative-r002.d,,,408.3107,,,0.069,1,2,1,FBF,FBF,64.48,6.742,540,,1,,,,,,,,406.1958,-0.27,64.48,low score,-0.11,6.84,-0.003,,,,,,,,Warning,,,,,,,,,,,,,,
True,Cpd 542: 6.480,391.2109,6.48,,7483,33609,Positive,59.0602,1,,Find by Formula,6.576,,5254,3,PQC_Prfrd opt Iterative-r002.d,,,392.2183,,,0.072,1,2,1,FBF,FBF,91.14,6.38,542,,1,,,,,,,,391.2111,-0.38,91.14,,-0.15,6.495,-0.015,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 545: 10.836,446.3741,10.836,,4256,33044,Positive,700.466,1,,Find by Formula,10.931,,2111,3,PQC_Prfrd opt Iterative-r002.d,,,429.3725,,,0.137,1,3,1,FBF,FBF,91.6,10.683,545,,1,,,,,,,,446.3742,-0.33,91.6,,-0.15,10.829,0.007,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 547: 6.118,694.3706,6.118,,11287,65354,Positive,441.2019,1,,Find by Formula,6.379,,3649,3,PQC_Prfrd opt Iterative-r002.d,,,695.3782,,,0.074,1,3,1,FBF,FBF,90,5.956,547,,1,,,,,,,,694.3709,-0.37,90,,-0.26,6.123,-0.005,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 550: 3.402,232.142,3.402,,11506,42925,Positive,220.118,1,,Find by Formula,3.466,,7187,3,PQC_Prfrd opt Iterative-r002.d,,,233.1496,,,0.058,1,2,1,FBF,FBF,90.79,3.336,550,,1,,,,,,,,232.1421,-0.32,90.79,,-0.07,3.403,-0.001,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 554: 0.846,219.9363,0.846,,42588,126358,Positive,64.0156,1,,Find by Formula,0.931,,2165,3,PQC_Prfrd opt Iterative-r002.d,,,462.8617,,,0.046,1,2,1,FBF,FBF,64.42,0.774,554,,1,,,,,,,,219.9363,-0.13,64.42,low score,-0.03,0.84,0.006,,,,,,,,Warning,,,,,,,,,,,,,,
True,Cpd 558: 6.801,499.2409,6.801,,13362,65283,Positive,59.0601,1,,Find by Formula,7.014,,7580,3,PQC_Prfrd opt Iterative-r002.d,,,500.2488,,,0.071,1,2,1,FBF,FBF,90,6.7,558,,1,,,,,,,,499.241,-0.21,90,,-0.1,6.814,-0.013,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 560: 9.560,315.3133,9.56,,5622,25635,Positive,59.0602,1,,Find by Formula,9.812,,2933,3,PQC_Prfrd opt Iterative-r002.d,,,316.3212,,,0.066,1,2,1,FBF,FBF,89.86,9.511,560,,1,,,,,,,,315.3131,0.82,89.86,,0.26,9.576,-0.016,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 564: 2.958,225.147,2.958,,20318,80513,Positive,267.134,1,,Find by Formula,3.229,,10013,3,PQC_Prfrd opt Iterative-r002.d,,,226.155,,,0.052,1,2,1,FBF,FBF,89.19,2.859,564,,1,,,,,,,,225.1473,-1.36,89.19,,-0.31,2.959,-0.001,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 565: 12.238,419.3232,12.238,,29199,202024,Positive,59.0602,1,,Find by Formula,12.596,,13578,3,PQC_Prfrd opt Iterative-r002.d,,,420.332,,,0.081,1,2,1,FBF,FBF,90.66,12.159,565,,1,,,,,,,,419.3239,-1.57,90.66,,-0.66,12.225,0.013,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 569: 5.127,145.0526,5.127,,5849,21105,Positive,503.1188,1,,Find by Formula,5.289,,3640,3,PQC_Prfrd opt Iterative-r002.d,,,146.0602,,,0.054,1,2,1,FBF,FBF,87.78,5.054,569,,1,,,,,,,,145.0526,-0.07,87.78,,-0.01,5.128,-0.001,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 573: 8.707,315.2773,8.707,,3625,30100,Positive,59.0602,1,,Find by Formula,8.922,,1480,3,PQC_Prfrd opt Iterative-r002.d,,,316.2846,,,0.078,1,2,1,FBF,FBF,85.18,8.446,573,,1,,,,,,,,315.2774,-0.57,85.18,,-0.18,8.708,-0.001,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 579: 5.238,651.4009,5.238,,12795,51309,Positive,350.1167,1,,Find by Formula,5.493,,7828,3,PQC_Prfrd opt Iterative-r002.d,,,652.4109,,,0.062,1,2,1,FBF,FBF,89.02,5.155,579,,1,,,,,,,,651.4026,-2.59,89.02,,-1.68,5.237,0.001,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 581: 12.576,243.1834,12.576,,5635,43339,Positive,59.0602,1,,Find by Formula,12.855,,2859,3,PQC_Prfrd opt Iterative-r002.d,,,244.1908,,,0.15,1,2,1,FBF,FBF,75.85,12.298,581,,1,,,,,,,,243.1834,0.08,75.85,,0.02,12.486,0.09,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 586: 11.342,823.5626,11.342,,7826,92786,Positive,59.0602,1,,Find by Formula,11.683,,3373,3,PQC_Prfrd opt Iterative-r002.d,,,824.5728,,,0.221,1,2,1,FBF,FBF,90.09,11.192,586,,1,,,,,,,,823.5639,-1.64,90.09,,-1.35,11.349,-0.007,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 589: 3.742,779.3805,3.742,,12428,176668,Positive,368.1273,1,,Find by Formula,4.509,,3196,3,PQC_Prfrd opt Iterative-r002.d,,,780.3882,,,0.091,1,2,1,FBF,FBF,91.63,3.649,589,,1,,,,,,,,779.3809,-0.54,91.63,,-0.42,3.745,-0.003,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 593: 11.002,608.394,11.002,,17599,102425,Positive,722.5047,1,,Find by Formula,11.118,,4124,3,PQC_Prfrd opt Iterative-r002.d,,,626.4266,,,0.108,1,4,1,FBF,FBF,91.53,10.931,593,,1,,,,,,,,608.395,-1.54,91.53,,-0.94,10.991,0.011,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 594: 7.476,768.4638,7.476,,7185,37693,Positive,59.0602,1,,Find by Formula,7.74,,1100,3,PQC_Prfrd opt Iterative-r002.d,,,786.4994,,,0.073,1,4,1,FBF,FBF,90.47,7.396,594,,1,,,,,,,,768.4652,-1.79,90.47,,-1.37,7.487,-0.011,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 596: 9.998,757.4267,9.998,,11540,81143,Positive,496.3399,1,,Find by Formula,10.313,,2584,3,PQC_Prfrd opt Iterative-r002.d,,,758.4351,,,0.088,1,3,1,FBF,FBF,90.05,9.817,596,,1,,,,,,,,757.4272,-0.72,90.05,,-0.55,10.014,-0.016,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 597: 6.026,334.1512,6.026,,13879,77839,Positive,59.0602,1,,Find by Formula,6.138,,8418,3,PQC_Prfrd opt Iterative-r002.d,,,335.1601,,,0.087,1,2,1,FBF,FBF,90.74,5.903,597,,1,,,,,,,,334.1519,-2,90.74,,-0.67,6.033,-0.007,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 598: 5.493,766.4543,5.493,,27118,108665,Positive,59.0603,2,,Find by Formula,5.659,,3645,3,PQC_Prfrd opt Iterative-r002.d,,,784.4897,,,0.061,2,4,1,FBF,FBF,88.83,5.416,598,,1,,,,,,,,766.4554,-1.46,88.83,,-1.12,5.496,-0.003,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 600: 10.132,978.576,10.132,,3998,24914,Positive,496.3397,1,,Find by Formula,10.406,,806,3,PQC_Prfrd opt Iterative-r002.d,,,979.5865,,,0.08,1,3,1,FBF,FBF,86.76,9.979,600,,1,,,,,,,,978.5768,-0.8,86.76,,-0.78,10.133,-0.001,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 606: 7.082,332.2564,7.082,,16490,75844,Positive,59.0603,1,,Find by Formula,7.228,,8506,3,PQC_Prfrd opt Iterative-r002.d,,,333.2632,,,0.071,1,3,1,FBF,FBF,91.71,7.001,606,,1,,,,,,,,332.2564,-0.09,91.71,,-0.03,7.09,-0.008,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 609: 4.613,425.1628,4.613,,5786,31576,Positive,118.0863,1,,Find by Formula,4.751,,3400,3,PQC_Prfrd opt Iterative-r002.d,,,426.1697,,,0.083,1,2,1,FBF,FBF,90.91,4.517,609,,1,,,,,,,,425.1623,1.24,90.91,,0.53,4.616,-0.003,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 612: 2.998,194.1052,2.998,,8724,39030,Positive,118.0863,1,,Find by Formula,3.298,,5314,3,PQC_Prfrd opt Iterative-r002.d,,,195.1129,,,0.062,1,2,1,FBF,FBF,90.2,2.919,612,,1,,,,,,,,194.1052,0.21,90.2,,0.04,3.025,-0.027,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 619: 5.547,402.0956,5.547,,4870,22910,Positive,59.0603,1,,Find by Formula,5.769,,2653,3,PQC_Prfrd opt Iterative-r002.d,,,403.1022,,,0.072,1,2,1,FBF,FBF,88.43,5.476,619,,1,,,,,,,,402.0952,1.19,88.43,,0.48,5.544,0.003,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 622: 9.547,416.2889,9.547,,19309,123754,Positive,59.0602,1,,Find by Formula,9.797,,8821,3,PQC_Prfrd opt Iterative-r002.d,,,417.296,,,0.066,1,5,1,FBF,FBF,74.92,9.342,622,,1,,,,,,,,416.2893,-0.99,74.92,low score,-0.41,9.451,0.096,,,,,,,,Warning,,,,,,,,,,,,,,
True,Cpd 623: 4.208,568.2847,4.208,,9542,47440,Positive,324.1377,1,,Find by Formula,4.372,,4930,3,PQC_Prfrd opt Iterative-r002.d,,,569.2916,,,0.072,1,2,1,FBF,FBF,89.43,4.092,623,,1,,,,,,,,568.2846,0.12,89.43,,0.07,4.205,0.003,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 628: 10.015,801.4533,10.015,,10875,73811,Positive,496.3399,1,,Find by Formula,10.242,,2283,3,PQC_Prfrd opt Iterative-r002.d,,,819.4891,,,0.089,1,3,1,FBF,FBF,90.85,9.825,628,,1,,,,,,,,801.4534,-0.1,90.85,,-0.08,10.03,-0.015,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 630: 8.385,328.2247,8.385,,10556,53234,Positive,59.0602,1,,Find by Formula,8.637,,3228,3,PQC_Prfrd opt Iterative-r002.d,,,346.2587,,,0.074,1,4,1,FBF,FBF,91.19,8.309,630,,1,,,,,,,,328.2248,-0.28,91.19,,-0.09,8.402,-0.017,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 633: 7.082,497.3147,7.082,,3284,15543,Positive,59.0603,1,,Find by Formula,7.187,,1836,3,PQC_Prfrd opt Iterative-r002.d,,,498.3244,,,0.074,1,2,1,FBF,FBF,86.77,6.961,633,,1,,,,,,,,497.316,-2.66,86.77,,-1.32,7.098,-0.016,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 634: 10.798,507.3684,10.798,,4427,37624,Positive,700.4661,1,,Find by Formula,11.135,,2055,3,PQC_Prfrd opt Iterative-r002.d,,,508.3758,,,0.115,1,2,1,FBF,FBF,86.52,10.68,634,,1,,,,,,,,507.3686,-0.45,86.52,,-0.23,10.78,0.018,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 637: 5.238,238.1315,5.238,,8611,35508,Positive,350.1167,1,,Find by Formula,5.416,,5349,3,PQC_Prfrd opt Iterative-r002.d,,,239.139,,,0.063,1,2,1,FBF,FBF,91.48,5.172,637,,1,,,,,,,,238.1316,-0.46,91.48,,-0.11,5.244,-0.006,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 641: 3.979,444.2001,3.979,,13887,78172,Positive,324.1377,1,,Find by Formula,4.297,,3480,3,PQC_Prfrd opt Iterative-r002.d,,,462.2341,,,0.065,1,4,1,FBF,FBF,87.81,3.899,641,,1,,,,,,,,444.1997,0.93,87.81,,0.41,3.986,-0.007,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 643: 4.769,441.2625,4.769,,190333,900898,Positive,495.2966,1,,Find by Formula,5.127,,61820,3,PQC_Prfrd opt Iterative-r002.d,,,442.2704,,,0.069,1,2,1,FBF,FBF,59.7,4.694,643,,1,,,,,,,,441.2623,0.55,59.7,low score,0.24,5.03,-0.261,,,,,,,,Warning,,,,,,,,,,,,,,
True,Cpd 644: 4.597,430.0884,4.597,,13088,58324,Positive,565.1551,1,,Find by Formula,4.85,,7995,3,PQC_Prfrd opt Iterative-r002.d,,,431.0972,,,0.067,1,2,1,FBF,FBF,91.8,4.517,644,,1,,,,,,,,430.0885,-0.14,91.8,,-0.06,4.603,-0.006,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 645: 1.029,372.237,1.029,,13082,268896,Positive,104.1069,1,,Find by Formula,1.952,,6176,3,PQC_Prfrd opt Iterative-r002.d,,,373.2445,,,0.347,1,2,1,FBF,FBF,90.58,0.931,645,,1,,,,,,,,372.2371,-0.27,90.58,,-0.1,1.012,0.017,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 648: 1.355,521.1952,1.355,,61099,793782,Positive,104.1069,1,,Find by Formula,1.71,,30890,3,PQC_Prfrd opt Iterative-r002.d,,,522.2027,,,0.157,1,3,1,FBF,FBF,73.14,1.144,648,,1,,,,,,,,521.1953,-0.26,73.14,low score,-0.14,1.462,-0.107,,,,,,,,Warning,,,,,,,,,,,,,,
True,Cpd 652: 5.749,338.1832,5.749,,11893,81289,Positive,613.282,1,,Find by Formula,6.099,,7063,3,PQC_Prfrd opt Iterative-r002.d,,,339.1911,,,0.121,1,2,1,FBF,FBF,89.72,5.597,652,,1,,,,,,,,338.1837,-1.46,89.72,,-0.49,5.764,-0.015,,,,,,,,Pass,,,,,,,,,,,,,,
