"#Compound List: 9080 found, 1566 shown, filtered on MS/MS Count"
#
Show/Hide,Label,Mass,RT,Avg Mass,Height,Area,Ion Polarity,Base Peak,Z Count,Saturated,Algorithm,End,FV,Abund,MS/MS Count,File,Volume,Formula,Precursor,CE,m/z (Prod),Width,Max Z,Ions,Min Z,ID Source,ID Techniques Applied,Score,Start,Cpd,Name,Hit Count,CAS ID,HMP ID,KEGG ID,Lipid ID,METLIN ID,Swiss-Prot,Notes,Mass (Tgt),Diff (ppm),Score (Tgt),Flags (Tgt),Diff (mDa),RT (Tgt),Target Retention Time Difference,Score (Frag Coelution),FIs Conf.,FIs Conf. %,Score (Frag Ratio),FragMassDiff(ppm),FIs Eval.,Source,Flag Severity (Tgt),Vol %,Std Dev,Group,Cpds/Group,Score (MFE),Score (DB),Reference mass,Reference Retention Time,RT Diff,Hits (DB),Common Hit Count,Relative Reference Mass difference,Reference Mass difference
True,Cpd 655: 9.960,299.2817,9.96,,5014,24299,Positive,59.0602,1,,Find by Formula,10.093,,2831,3,PQC_Prfrd opt Iterative-r002.d,,,300.2892,,,0.072,1,2,1,FBF,FBF,90.88,9.817,655,,1,,,,,,,,299.2823,-1.98,90.88,,-0.59,9.963,-0.003,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 656: 11.524,735.512,11.524,,8701,56350,Positive,502.3164,1,,Find by Formula,11.766,,4263,3,PQC_Prfrd opt Iterative-r002.d,,,736.5205,,,0.101,1,2,1,FBF,FBF,91.54,11.463,656,,1,,,,,,,,735.5122,-0.3,91.54,,-0.22,11.514,0.01,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 667: 13.480,608.5025,13.48,,12637,67673,Positive,60.0442,1,,Find by Formula,13.724,,2196,3,PQC_Prfrd opt Iterative-r002.d,,,626.5357,,,0.077,1,4,1,FBF,FBF,91.63,13.357,667,,1,,,,,,,,608.5019,1.02,91.63,,0.62,13.484,-0.004,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 669: 5.749,1310.6124,5.749,,15970,80371,Positive,59.0603,1,,Find by Formula,5.991,,4522,3,PQC_Prfrd opt Iterative-r002.d,,,1311.6202,,,0.071,1,3,1,FBF,FBF,94.26,5.678,669,,1,,,,,,,,1310.6138,-1.08,94.26,,-1.42,5.749,0,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 670: 12.258,548.2399,12.258,,5003,35251,Positive,59.0602,1,,Find by Formula,12.576,,1549,3,PQC_Prfrd opt Iterative-r002.d,,,549.2498,,,0.092,1,2,1,FBF,FBF,76.02,12.159,670,,1,,,,,,,,548.2405,-1.06,76.02,,-0.58,12.25,0.008,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 672: 5.889,384.2081,5.889,,7231,27626,Positive,59.0603,1,,Find by Formula,6.047,,4830,3,PQC_Prfrd opt Iterative-r002.d,,,385.2126,,,0.058,1,2,1,FBF,FBF,88.5,5.811,672,,1,,,,,,,,384.2079,0.49,88.5,,0.19,5.9,-0.011,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 673: 11.543,691.486,11.543,,9134,66002,Positive,502.3164,1,,Find by Formula,11.822,,4188,3,PQC_Prfrd opt Iterative-r002.d,,,692.4938,,,0.111,1,2,1,FBF,FBF,90.54,11.483,673,,1,,,,,,,,691.4866,-0.81,90.54,,-0.56,11.538,0.005,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 674: 11.285,298.2507,11.285,,11028,48458,Positive,59.0603,1,,Find by Formula,11.472,,3334,3,PQC_Prfrd opt Iterative-r002.d,,,316.2849,,,0.066,1,3,1,FBF,FBF,91.57,11.198,674,,1,,,,,,,,298.2506,0.32,91.57,,0.1,11.28,0.005,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 682: 5.790,186.0792,5.79,,2192,10202,Positive,59.0602,1,,Find by Formula,5.918,,1373,3,PQC_Prfrd opt Iterative-r002.d,,,187.0861,,,0.073,1,2,1,FBF,FBF,84.73,5.695,682,,1,,,,,,,,186.0798,-3.45,84.73,,-0.64,5.785,0.005,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 683: 5.038,348.16,5.038,,6190,22771,Positive,118.0863,1,,Find by Formula,5.185,,4007,3,PQC_Prfrd opt Iterative-r002.d,,,349.1659,,,0.057,1,2,1,FBF,FBF,77.8,4.971,683,,1,,,,,,,,348.1596,0.99,77.8,,0.35,5.046,-0.008,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 684: 5.095,332.1167,5.095,,4616,21079,Positive,118.0863,1,,Find by Formula,5.313,,1953,3,PQC_Prfrd opt Iterative-r002.d,,,333.1236,,,0.066,1,2,1,FBF,FBF,85.35,4.967,684,,1,,,,,,,,332.1161,1.8,85.35,,0.6,5.096,-0.001,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 686: 2.946,296.136,2.946,,14346,57545,Positive,267.1339,1,,Find by Formula,3.061,,9516,3,PQC_Prfrd opt Iterative-r002.d,,,297.1444,,,0.06,1,2,1,FBF,FBF,89.86,2.864,686,,1,,,,,,,,296.1366,-2.08,89.86,,-0.62,2.946,0,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 688: 5.493,288.157,5.493,,28099,121520,Positive,59.0603,1,,Find by Formula,5.641,,7761,3,PQC_Prfrd opt Iterative-r002.d,,,289.1646,,,0.063,1,2,1,FBF,FBF,64.38,5.402,688,,1,,,,,,,,288.1572,-0.88,64.38,low score,-0.25,5.495,-0.002,,,,,,,,Warning,,,,,,,,,,,,,,
True,Cpd 694: 3.011,306.1242,3.011,,11737,44853,Positive,118.0863,1,,Find by Formula,3.084,,6511,3,PQC_Prfrd opt Iterative-r002.d,,,307.1322,,,0.061,1,2,1,FBF,FBF,77.79,2.946,694,,1,,,,,,,,306.1242,-0.13,77.79,,-0.04,3.002,0.009,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 698: 10.093,1005.627,10.093,,10515,53389,Positive,496.3399,1,,Find by Formula,10.314,,4033,3,PQC_Prfrd opt Iterative-r002.d,,,1006.6354,,,0.076,1,2,1,FBF,FBF,91.34,9.998,698,,1,,,,,,,,1005.6274,-0.48,91.34,,-0.48,10.104,-0.011,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 699: 11.483,559.407,11.483,,9651,75364,Positive,502.3163,1,,Find by Formula,11.543,,4275,3,PQC_Prfrd opt Iterative-r002.d,,,560.4153,,,0.157,1,2,1,FBF,FBF,90.85,11.234,699,,1,,,,,,,,559.4078,-1.43,90.85,,-0.8,11.479,0.004,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 701: 11.212,538.3236,11.212,,6573,35432,Positive,59.0602,1,,Find by Formula,11.463,,3457,3,PQC_Prfrd opt Iterative-r002.d,,,539.334,,,0.078,1,2,1,FBF,FBF,85.54,11.118,701,,1,,,,,,,,538.3254,-3.24,85.54,,-1.74,11.212,0,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 702: 5.222,349.1654,5.222,,5550,20575,Positive,118.0862,1,,Find by Formula,5.279,,3690,3,PQC_Prfrd opt Iterative-r002.d,,,350.1709,,,0.063,1,2,1,FBF,FBF,90.15,5.156,702,,1,,,,,,,,349.1649,1.27,90.15,,0.44,5.217,0.005,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 706: 10.035,845.4783,10.035,,9700,68153,Positive,496.3399,1,,Find by Formula,10.396,,2080,3,PQC_Prfrd opt Iterative-r002.d,,,863.5146,,,0.091,1,3,1,FBF,FBF,89.97,9.817,706,,1,,,,,,,,845.4792,-1.1,89.97,,-0.93,10.043,-0.008,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 716: 1.392,188.1155,1.392,,22102,143442,Positive,104.1069,1,,Find by Formula,1.496,,10871,3,PQC_Prfrd opt Iterative-r002.d,,,189.1233,,,0.093,1,2,1,FBF,FBF,64.31,1.302,716,,1,,,,,,,,188.1157,-0.72,64.31,low score,-0.14,1.384,0.008,,,,,,,,Warning,,,,,,,,,,,,,,
True,Cpd 717: 7.822,380.3044,7.822,,17566,152324,Positive,59.0602,1,,Find by Formula,8.164,,8149,3,PQC_Prfrd opt Iterative-r002.d,,,381.311,,,0.122,1,2,1,FBF,FBF,90.19,7.6,717,,1,,,,,,,,380.3042,0.45,90.19,,0.17,7.848,-0.026,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 721: 7.496,327.2404,7.496,,5196,33672,Positive,59.0602,1,,Find by Formula,7.883,,2892,3,PQC_Prfrd opt Iterative-r002.d,,,328.248,,,0.085,1,2,1,FBF,FBF,89.09,7.351,721,,1,,,,,,,,327.2405,-0.28,89.09,,-0.09,7.502,-0.006,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 737: 10.526,399.2967,10.526,,6646,29691,Positive,561.0257,1,,Find by Formula,10.72,,79,3,PQC_Prfrd opt Iterative-r002.d,,,400.3047,,,0.059,1,1,1,FBF,FBF,63.2,10.417,737,,1,,,,,,,,399.2975,-2.1,63.2,low score,-0.84,10.532,-0.006,,,,,,,,Warning,,,,,,,,,,,,,,
True,Cpd 738: 11.303,584.465,11.303,,13438,65217,Positive,59.0602,1,,Find by Formula,11.663,,3614,3,PQC_Prfrd opt Iterative-r002.d,,,602.4989,,,0.069,1,3,1,FBF,FBF,89.56,11.198,738,,1,,,,,,,,584.4649,0.15,89.56,,0.09,11.312,-0.009,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 740: 8.647,892.4815,8.647,,8412,41071,Positive,59.0602,1,,Find by Formula,8.829,,3260,3,PQC_Prfrd opt Iterative-r002.d,,,893.489,,,0.075,1,2,1,FBF,FBF,90.14,8.546,740,,1,,,,,,,,892.4819,-0.41,90.14,,-0.36,8.66,-0.013,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 741: 6.338,346.1512,6.338,,2606,15341,Positive,59.0603,1,,Find by Formula,6.576,,392,3,PQC_Prfrd opt Iterative-r002.d,,,347.1582,,,0.075,1,2,1,FBF,FBF,82.97,6.258,741,,1,,,,,,,,346.1525,-3.87,82.97,,-1.34,6.338,0,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 748: 4.866,471.2737,4.866,,26886,120092,Positive,493.2807,1,,Find by Formula,5.054,,16656,3,PQC_Prfrd opt Iterative-r002.d,,,472.2806,,,0.065,1,2,1,FBF,FBF,68.9,4.79,748,,1,,,,,,,,471.2732,0.92,68.9,low score,0.44,4.992,-0.126,,,,,,,,Warning,,,,,,,,,,,,,,
True,Cpd 753: 12.118,419.3235,12.118,,7405,28772,Positive,654.3323,1,,Find by Formula,12.159,,5342,3,PQC_Prfrd opt Iterative-r002.d,,,420.3322,,,0.068,1,2,1,FBF,FBF,91.39,12.032,753,,1,,,,,,,,419.3239,-0.88,91.39,,-0.37,12.114,0.004,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 756: 11.342,340.2967,11.342,,7050,50493,Positive,59.0602,1,,Find by Formula,11.703,,1420,3,PQC_Prfrd opt Iterative-r002.d,,,341.3052,,,0.093,1,2,1,FBF,FBF,64.17,11.174,756,,1,,,,,,,,340.2972,-1.18,64.17,low score,-0.4,11.35,-0.008,,,,,,,,Warning,,,,,,,,,,,,,,
True,Cpd 757: 7.963,827.5022,7.963,,3587,43025,Positive,59.0602,1,,Find by Formula,8.21,,1335,3,PQC_Prfrd opt Iterative-r002.d,,,828.511,,,0.258,1,2,1,FBF,FBF,72.53,7.782,757,,1,,,,,,,,827.5021,0.15,72.53,low score,0.13,7.874,0.089,,,,,,,,Warning,,,,,,,,,,,,,,
True,Cpd 759: 3.485,293.173,3.485,,8376,53521,Positive,220.1179,1,,Find by Formula,3.761,,3501,3,PQC_Prfrd opt Iterative-r002.d,,,294.1814,,,0.061,1,2,1,FBF,FBF,89.25,3.263,759,,1,,,,,,,,293.1734,-1.38,89.25,,-0.4,3.488,-0.003,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 760: 11.583,603.4324,11.583,,9794,69043,Positive,502.3164,1,,Find by Formula,11.948,,3584,3,PQC_Prfrd opt Iterative-r002.d,,,604.4414,,,0.129,1,2,1,FBF,FBF,84.45,11.524,760,,1,,,,,,,,603.4332,-1.3,84.45,,-0.79,11.582,0.001,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 763: 9.547,481.3167,9.547,,9644,41632,Positive,59.0602,1,,Find by Formula,9.79,,5884,3,PQC_Prfrd opt Iterative-r002.d,,,482.324,,,0.062,1,2,1,FBF,FBF,91.79,9.461,763,,1,,,,,,,,481.3167,-0.02,91.79,,-0.01,9.547,0,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 766: 10.275,370.2723,10.275,,42178,281583,Positive,59.0602,1,,Find by Formula,10.542,,7647,3,PQC_Prfrd opt Iterative-r002.d,,,353.2685,,,0.087,1,3,1,FBF,FBF,58.23,10.187,766,,1,,,,,,,,370.2722,0.34,58.23,low score,0.13,10.328,-0.053,,,,,,,,Warning,,,,,,,,,,,,,,
True,Cpd 774: 4.517,394.1696,4.517,,3723,16946,Positive,118.0862,1,,Find by Formula,4.613,,2476,3,PQC_Prfrd opt Iterative-r002.d,,,395.175,,,0.073,1,2,1,FBF,FBF,87.46,4.45,774,,1,,,,,,,,394.1689,1.7,87.46,,0.67,4.527,-0.01,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 781: 4.053,496.3053,4.053,,6129,28170,Positive,324.1378,1,,Find by Formula,4.245,,3390,3,PQC_Prfrd opt Iterative-r002.d,,,497.3121,,,0.07,1,2,1,FBF,FBF,90.06,3.961,781,,1,,,,,,,,496.305,0.6,90.06,,0.3,4.049,0.004,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 783: 4.462,387.2465,4.462,,24015,94113,Positive,118.0862,1,,Find by Formula,4.697,,15076,3,PQC_Prfrd opt Iterative-r002.d,,,388.2539,,,0.059,1,2,1,FBF,FBF,91.63,4.353,783,,1,,,,,,,,387.2468,-0.92,91.63,,-0.35,4.46,0.002,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 785: 9.940,883.5902,9.94,,4492,21812,Positive,59.0602,1,,Find by Formula,10.072,,1709,3,PQC_Prfrd opt Iterative-r002.d,,,884.5966,,,0.078,1,2,1,FBF,FBF,90.16,9.84,785,,1,,,,,,,,883.5903,-0.11,90.16,,-0.1,9.957,-0.017,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 797: 12.576,227.1885,12.576,,2925,18219,Positive,59.0602,1,,Find by Formula,12.754,,1252,3,PQC_Prfrd opt Iterative-r002.d,,,228.1959,,,0.075,1,2,1,FBF,FBF,85.26,12.421,797,,1,,,,,,,,227.1883,1.01,85.26,,0.23,12.583,-0.007,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 801: 5.155,497.2526,5.155,,9656,48701,Positive,350.1168,1,,Find by Formula,5.507,,4320,3,PQC_Prfrd opt Iterative-r002.d,,,498.2595,,,0.058,1,2,1,FBF,FBF,90.17,5.095,801,,1,,,,,,,,497.2524,0.3,90.17,,0.15,5.165,-0.01,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 803: 9.657,421.3196,9.657,,3348,26990,Positive,59.0602,1,,Find by Formula,9.898,,1394,3,PQC_Prfrd opt Iterative-r002.d,,,422.3264,,,0.138,1,2,1,FBF,FBF,90.36,9.511,803,,1,,,,,,,,421.3188,2.03,90.36,,0.86,9.662,-0.005,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 805: 4.866,439.2464,4.866,,2619,12982,Positive,493.2809,1,,Find by Formula,4.925,,1811,3,PQC_Prfrd opt Iterative-r002.d,,,440.2542,,,0.096,1,2,1,FBF,FBF,89.99,4.79,805,,1,,,,,,,,439.2461,0.72,89.99,,0.32,4.869,-0.003,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 806: 3.485,194.1153,3.485,,8664,55262,Positive,220.1179,1,,Find by Formula,3.71,,2407,3,PQC_Prfrd opt Iterative-r002.d,,,195.1224,,,0.063,1,2,1,FBF,FBF,64.39,3.214,806,,1,,,,,,,,194.1155,-1.05,64.39,low score,-0.2,3.483,0.002,,,,,,,,Warning,,,,,,,,,,,,,,
True,Cpd 808: 5.352,363.1786,5.352,,2731,14272,Positive,118.0863,1,,Find by Formula,5.489,,1554,3,PQC_Prfrd opt Iterative-r002.d,,,364.1867,,,0.077,1,2,1,FBF,FBF,91.47,5.267,808,,1,,,,,,,,363.1784,0.64,91.47,,0.23,5.351,0.001,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 810: 7.901,397.1926,7.901,,7186,35391,Positive,59.0602,1,,Find by Formula,8.067,,3907,3,PQC_Prfrd opt Iterative-r002.d,,,398.1998,,,0.074,1,2,1,FBF,FBF,91.47,7.74,810,,1,,,,,,,,397.1923,0.75,91.47,,0.3,7.9,0.001,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 812: 5.527,384.2078,5.527,,3232,13647,Positive,59.0603,1,,Find by Formula,5.628,,2295,3,PQC_Prfrd opt Iterative-r002.d,,,385.2132,,,0.068,1,2,1,FBF,FBF,80.09,5.458,812,,1,,,,,,,,384.2067,2.9,80.09,,1.11,5.537,-0.01,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 818: 10.836,426.3503,10.836,,4701,19055,Positive,634.4266,1,,Find by Formula,10.891,,3514,3,PQC_Prfrd opt Iterative-r002.d,,,427.3572,,,0.066,1,2,1,FBF,FBF,85.81,10.768,818,,1,,,,,,,,426.3509,-1.34,85.81,,-0.57,10.857,-0.021,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 819: 5.974,528.2867,5.974,,5587,20635,Positive,59.0602,1,,Find by Formula,6.055,,3754,3,PQC_Prfrd opt Iterative-r002.d,,,529.2939,,,0.058,1,2,1,FBF,FBF,86.84,5.903,819,,1,,,,,,,,528.2868,-0.32,86.84,,-0.17,5.984,-0.01,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 824: 7.943,422.3145,7.943,,3794,18646,Positive,59.0602,1,,Find by Formula,8.164,,2073,3,PQC_Prfrd opt Iterative-r002.d,,,423.3214,,,0.074,1,2,1,FBF,FBF,91.74,7.842,824,,1,,,,,,,,422.3145,0.03,91.74,,0.01,7.952,-0.009,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 825: 7.021,549.3324,7.021,,3834,30600,Positive,59.0602,1,,Find by Formula,7.24,,1702,3,PQC_Prfrd opt Iterative-r002.d,,,550.3403,,,0.095,1,2,1,FBF,FBF,90.26,6.837,825,,1,,,,,,,,549.3329,-0.91,90.26,,-0.5,7.039,-0.018,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 827: 6.135,318.1216,6.135,,5623,21942,Positive,441.2019,1,,Find by Formula,6.248,,3499,3,PQC_Prfrd opt Iterative-r002.d,,,319.1289,,,0.06,1,2,1,FBF,FBF,91.52,6.061,827,,1,,,,,,,,318.1215,0.43,91.52,,0.14,6.141,-0.006,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 831: 6.857,403.2933,6.857,,5311,35241,Positive,59.0602,1,,Find by Formula,7.082,,884,3,PQC_Prfrd opt Iterative-r002.d,,,404.3002,,,0.07,1,3,1,FBF,FBF,85.72,6.744,831,,1,,,,,,,,403.2934,-0.24,85.72,,-0.1,6.865,-0.008,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 833: 4.988,313.2,4.988,,3856,18691,Positive,438.2386,1,,Find by Formula,5.086,,2501,3,PQC_Prfrd opt Iterative-r002.d,,,314.2073,,,0.076,1,2,1,FBF,FBF,90.75,4.866,833,,1,,,,,,,,313.2001,-0.43,90.75,,-0.14,4.981,0.007,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 836: 8.344,343.2718,8.344,,5871,26418,Positive,59.0602,1,,Find by Formula,8.446,,3232,3,PQC_Prfrd opt Iterative-r002.d,,,344.2794,,,0.072,1,2,1,FBF,FBF,90.01,8.251,836,,1,,,,,,,,343.2721,-0.77,90.01,,-0.26,8.34,0.004,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 838: 4.710,427.1975,4.71,,8840,39464,Positive,118.0863,1,,Find by Formula,4.855,,5797,3,PQC_Prfrd opt Iterative-r002.d,,,428.2044,,,0.071,1,2,1,FBF,FBF,89.41,4.613,838,,1,,,,,,,,427.1962,2.85,89.41,,1.22,4.708,0.002,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 839: 6.537,485.2251,6.537,,6131,27819,Positive,59.0601,1,,Find by Formula,6.656,,4026,3,PQC_Prfrd opt Iterative-r002.d,,,486.2333,,,0.072,1,2,1,FBF,FBF,89.17,6.44,839,,1,,,,,,,,485.2252,-0.25,89.17,,-0.12,6.538,-0.001,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 844: 7.393,669.3715,7.393,,4490,19454,Positive,379.2955,1,,Find by Formula,7.496,,2200,3,PQC_Prfrd opt Iterative-r002.d,,,670.3797,,,0.071,1,2,1,FBF,FBF,89.67,7.314,844,,1,,,,,,,,669.3718,-0.43,89.67,,-0.29,7.395,-0.002,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 846: 3.809,708.3407,3.809,,6685,36060,Positive,368.1273,1,,Find by Formula,4.112,,2667,3,PQC_Prfrd opt Iterative-r002.d,,,709.3509,,,0.072,1,2,1,FBF,FBF,87.21,3.694,846,,1,,,,,,,,708.3426,-2.65,87.21,,-1.88,3.815,-0.006,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 849: 12.855,522.3339,12.855,,12493,58273,Positive,59.0602,1,,Find by Formula,13.059,,2448,3,PQC_Prfrd opt Iterative-r002.d,,,540.3681,,,0.068,1,4,1,FBF,FBF,90,12.756,849,,1,,,,,,,,522.3342,-0.44,90,,-0.23,12.853,0.002,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 850: 12.400,312.2669,12.4,,5708,27781,Positive,59.0602,1,,Find by Formula,12.576,,1531,3,PQC_Prfrd opt Iterative-r002.d,,,313.2736,,,0.073,1,2,1,FBF,FBF,64.33,12.319,850,,1,,,,,,,,312.2664,1.48,64.33,low score,0.46,12.392,0.008,,,,,,,,Warning,,,,,,,,,,,,,,
True,Cpd 851: 4.809,404.1607,4.809,,5252,28800,Positive,493.281,1,,Find by Formula,5.008,,2372,3,PQC_Prfrd opt Iterative-r002.d,,,405.1694,,,0.077,1,2,1,FBF,FBF,84.36,4.673,851,,1,,,,,,,,404.161,-0.71,84.36,,-0.29,4.806,0.003,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 852: 3.050,252.0852,3.05,,6520,29169,Positive,118.0863,1,,Find by Formula,3.185,,3667,3,PQC_Prfrd opt Iterative-r002.d,,,253.0927,,,0.069,1,2,1,FBF,FBF,64.17,2.969,852,,1,,,,,,,,252.0856,-1.6,64.17,low score,-0.4,3.051,-0.001,,,,,,,,Warning,,,,,,,,,,,,,,
True,Cpd 853: 9.084,646.5,9.084,,7281,82830,Positive,59.0602,1,,Find by Formula,9.49,,2465,3,PQC_Prfrd opt Iterative-r002.d,,,647.5088,,,0.249,1,3,1,FBF,FBF,89.66,8.98,853,,1,,,,,,,,646.5009,-1.39,89.66,,-0.9,9.081,0.003,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 854: 3.449,420.1274,3.449,,3836,17567,Positive,220.1179,1,,Find by Formula,3.609,,1547,3,PQC_Prfrd opt Iterative-r002.d,,,421.1341,,,0.063,1,2,1,FBF,FBF,89.42,3.354,854,,1,,,,,,,,420.1272,0.29,89.42,,0.12,3.445,0.004,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 857: 5.567,458.1209,5.567,,2955,12157,Positive,59.0603,1,,Find by Formula,5.659,,1689,3,PQC_Prfrd opt Iterative-r002.d,,,459.1289,,,0.065,1,2,1,FBF,FBF,90.55,5.458,857,,1,,,,,,,,458.1209,0.03,90.55,,0.01,5.569,-0.002,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 860: 9.940,625.3474,9.94,,5944,41450,Positive,59.0602,1,,Find by Formula,10.124,,2027,3,PQC_Prfrd opt Iterative-r002.d,,,626.3565,,,0.092,1,2,1,FBF,FBF,88.9,9.735,860,,1,,,,,,,,625.3488,-2.2,88.9,,-1.38,9.935,0.005,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 862: 7.822,380.304,7.822,,17615,153609,Positive,59.0602,1,,Find by Formula,8.164,,8149,3,PQC_Prfrd opt Iterative-r002.d,,,381.311,,,0.122,1,2,1,FBF,FBF,89.7,7.6,862,,1,,,,,,,,380.3038,0.39,89.7,,0.15,7.792,0.03,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 864: 3.845,466.2421,3.845,,3887,15786,Positive,368.1273,1,,Find by Formula,3.94,,2958,3,PQC_Prfrd opt Iterative-r002.d,,,467.2497,,,0.064,1,2,1,FBF,FBF,91.06,3.79,864,,1,,,,,,,,466.2426,-1.08,91.06,,-0.5,3.847,-0.002,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 866: 0.931,220.1786,0.931,,15693,44790,Positive,104.107,1,,Find by Formula,1.013,,8856,3,PQC_Prfrd opt Iterative-r002.d,,,221.186,,,0.045,1,2,1,FBF,FBF,91.82,0.858,866,,1,,,,,,,,220.1785,0.34,91.82,,0.07,0.929,0.002,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 867: 5.127,290.0902,5.127,,13342,51067,Positive,118.0863,1,,Find by Formula,5.352,,8511,3,PQC_Prfrd opt Iterative-r002.d,,,291.0977,,,0.058,1,2,1,FBF,FBF,91.6,5.038,867,,1,,,,,,,,290.0901,0.32,91.6,,0.09,5.124,0.003,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 873: 4.480,634.2674,4.48,,9317,35917,Positive,118.0863,1,,Find by Formula,4.608,,4457,3,PQC_Prfrd opt Iterative-r002.d,,,635.2741,,,0.061,1,2,1,FBF,FBF,91.6,4.413,873,,1,,,,,,,,634.2673,0.21,91.6,,0.13,4.49,-0.01,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 874: 3.263,440.1801,3.263,,7520,32295,Positive,166.0862,1,,Find by Formula,3.388,,4298,3,PQC_Prfrd opt Iterative-r002.d,,,441.1872,,,0.067,1,2,1,FBF,FBF,87.53,3.169,874,,1,,,,,,,,440.1796,1.16,87.53,,0.51,3.271,-0.008,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 880: 9.878,434.2433,9.878,,5530,48341,Positive,59.0602,1,,Find by Formula,10.242,,1268,3,PQC_Prfrd opt Iterative-r002.d,,,435.2505,,,0.125,1,2,1,FBF,FBF,64.44,9.797,880,,1,,,,,,,,434.2432,0.24,64.44,low score,0.1,9.881,-0.003,,,,,,,,Warning,,,,,,,,,,,,,,
True,Cpd 881: 4.769,533.1835,4.769,,5017,26436,Positive,495.2966,1,,Find by Formula,4.988,,2747,3,PQC_Prfrd opt Iterative-r002.d,,,534.1908,,,0.074,1,2,1,FBF,FBF,91.07,4.633,881,,1,,,,,,,,533.1832,0.58,91.07,,0.31,4.767,0.002,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 882: 10.720,331.324,10.72,,3777,17605,Positive,722.4793,1,,Find by Formula,10.911,,2391,3,PQC_Prfrd opt Iterative-r002.d,,,332.331,,,0.072,1,2,1,FBF,FBF,91.82,10.61,882,,1,,,,,,,,331.324,-0.04,91.82,,-0.01,10.725,-0.005,,,,,,,,Pass,,,,,,,,,,,,,,
